CSI Division,Subdivision Name,Manufacturer,Product,Red List Status,FSC Content,Recycled Content,Reference Project
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,GreenFiber,Ins735 - 30 Lb Greenfiber All Borate Wall Spray Insulation,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Owens Corning,Propink L77 Loosefill Insulation,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Owens Corning,Foamular Xps Fabrication Billets,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Owens Corning,Ecotouch Pink Fiberglas Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Owens Corning,Owens Corning Propink Complete Fiberglass Loosefill Insulation,Unknown,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Dow,Dow styrofoam square edge rigid insulation,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Dow,Dow styrofoam Roofmate,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Atlas,ACFoam II & III rigid insulation for roof,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Roxul,Roxul MD,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Roxul,Roxul DD,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Dow,Dow Thermmax metal building board,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 00 Thermal Insulation,Certainteed,Certainteed Sustainable Insulation,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Dow Corning,Vacuum Insulation Panels,Unknown,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Propink Sheathing Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Lt40 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Lt30 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Insulpink-Z Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Insulpink Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Insuldrain Xps Rigid Foam Insulation Board,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular High-R Cw Plus Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Half Inch Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Cw25 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular Cw15 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular 250 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular 150 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Foamular 1000 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Owens Corning,Owens Corning EcoTouch,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Dow,Dow Highload 40 EPS,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Branch River Plastics Inc,Foam Control EPS,LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Atlas Roofing Corp.,Energy Shield,LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
07: Thermal and Moisture Protection,07 21 13 Board Insulation,Atlas Roofing Corp.,AC Foam II,LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
07: Thermal and Moisture Protection,07 21 13 Fibrous Board Insulation,Owens Corning,Thermafiber Versaboard,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Fibrous Board Insulation,Owens Corning,Thermafiber Versaboard,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 13 Mineral Board Insulation,Owens Corning,Thermafiber Firespan 40 & Firespan 90,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 16 Blanket Insulation,Applegate Insulation,"R8 2.2"" X 16"" X 48"" Recycled Cotton Multi-Purpose Insulation Roll",Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 16 Blanket Insulation,Knauf Insulation,Knauf Canadian Metal Building Insulation With Ecose Technology,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 16 Blanket Insulation,Owens Corning,Thermafiber Ultrabatt,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 16 Blanket Insulation,GreenFiber,Green Fiber cellulose insulation,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 21 23 Loose-Fill Insulation,Knauf Insulation,Knauf Insulation Jetstream Ultra,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 23 Loose-Fill Insulation,Knauf Insulation,Knauf Insulation Jetstream Ultra,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 29 Sprayed Insulation,National Fiber,Cel-Pak,LBC Compliant,Unknown,Unknown,Smith Environmental Classroom
07: Thermal and Moisture Protection,07 21 53 Reflective Insulation,Autex Industries Ltd,Autex Ducting Insulation Wrap,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 53 Reflective Insulation,Autex Industries Ltd,Greenstuf And Quietstuf Insulation,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 53 Reflective Insulation,Autex Industries Ltd,Quietspace Workstation Panel & 3D Tiles,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 53 Reflective Insulation,Autex Industries Ltd,Acoustic Fabric Composition Symphony & Sordino.,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 53 Reflective Insulation,Autex Industries Ltd,Cube And Quietspace Panel,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 53 Reflective Insulation,Autex Industries Ltd,Quietspace Ceiling Tiles,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 21 53 Reflective Insulation,Autex Industries Ltd,Vertiface,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular Thermapink 25 Tapered Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular Thermapink Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular Durapink Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular 604Rb Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular 604 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular 600 Tapered Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular 600 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular 404Rb Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular 400 Tapered Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 22 16 Roof Board Insulation,Owens Corning,Foamular 400 Xps Rigid Foam Insulation,LBC Compliant,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 25 00 Weather Barriers,DuPont(TM) Building Innovations,Dupont(Tm) Tyvek Commercial Wraps,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 25 00 Weather Barriers,DuPont(TM) Building Innovations,Dupont(Tm) Tyvek Residential Wraps,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 00 Vapor Retarders,Raven Industries,Vaporblock vapor barrier,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 26 00 Vapor Retarders,Raven Industries,Vapor Bond Tape,LBC Compliant,Unknown,Unknown,Bullitt Center
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,Stego Pre-Cut Pipe Boots,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,Stego Term Bar,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,"Stego Crete Claw (3"" Wide)",Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,Stegotack Tape,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,Stego Crete Claw,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,Stego Mastic,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,Stego Tape,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,Stego Wrap Class C Vapor Retarder,Red List Free,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection,07 26 16 Below-Grade Vapor Retarders,Stego Industries,Stego Wrap Class A Vapor Retarder,Red List Free,Unknown,Unknown,Unknown
